"id_odsp","link_odsp","adv_stats","date","league","season","country","ht","at","fthg","ftag","odd_h","odd_d","odd_a","odd_over","odd_under","odd_bts","odd_bts_n"
"pEBJPNPN/","/soccer/france/ligue-1-2014-2015/bastia-lens-pEBJPNPN/",TRUE,2014-09-13,"F1","2015","france","Bastia","Lens",1,1,2.23,3.4,4.25,NA,NA,NA,NA
"pOAy9kN9/","/soccer/germany/bundesliga-2014-2015/dortmund-freiburg-pOAy9kN9/",TRUE,2014-09-13,"D1","2015","germany","Borussia Dortmund","SC Freiburg",3,1,1.33,6.2,11,NA,NA,NA,NA
"pOrucubg/","/soccer/spain/primera-division-2014-2015/real-madrid-atl-madrid-pOrucubg/",TRUE,2014-09-13,"SP1","2015","spain","Real Madrid","Atletico Madrid",1,2,1.78,4.1,6.9,NA,NA,NA,NA
"pOW6OUMd/","/soccer/germany/bundesliga-2014-2015/paderborn-koln-pOW6OUMd/",TRUE,2014-09-13,"D1","2015","germany","SC Paderborn","FC Cologne",0,0,3,3.45,2.68,NA,NA,NA,NA
"QXWhvNvH/","/soccer/france/ligue-1-2014-2015/rennes-paris-sg-QXWhvNvH/",TRUE,2014-09-13,"F1","2015","france","Stade Rennes","Paris Saint-Germain",1,1,7.7,4.55,1.6,NA,NA,NA,NA
"r9L5efcQ/","/soccer/italy/serie-a-2014-2015/empoli-as-roma-r9L5efcQ/",TRUE,2014-09-13,"I1","2015","italy","Empoli","AS Roma",0,1,7.1,4.2,1.74,NA,NA,NA,NA
"S6zdgccI/","/soccer/spain/primera-division-2014-2015/barcelona-ath-bilbao-S6zdgccI/",TRUE,2014-09-13,"SP1","2015","spain","Barcelona","Athletic Bilbao",2,0,1.45,5.7,10.11,NA,NA,NA,NA
"WK6X9V73/","/soccer/germany/bundesliga-2014-2015/bayern-munich-vfb-stuttgart-WK6X9V73/",TRUE,2014-09-13,"D1","2015","germany","Bayern Munich","VfB Stuttgart",2,0,1.27,8.97,18,NA,NA,NA,NA
"YcWdwsfN/","/soccer/france/ligue-1-2014-2015/st-etienne-caen-YcWdwsfN/",TRUE,2014-09-13,"F1","2015","france","St Etienne","Caen",1,0,1.93,3.85,5.8,NA,NA,NA,NA
"zD3l6m7S/","/soccer/germany/bundesliga-2014-2015/hoffenheim-wolfsburg-zD3l6m7S/",TRUE,2014-09-13,"D1","2015","germany","TSG Hoffenheim","VfL Wolfsburg",1,1,2.6,3.86,2.9,NA,NA,NA,NA
"dCouAgCJ/","/soccer/italy/serie-a-2014-2015/sampdoria-torino-dCouAgCJ/",TRUE,2014-09-14,"I1","2015","italy","Sampdoria","Torino",2,0,2.7,3.2,3.35,NA,NA,NA,NA
"hQ304N5J/","/soccer/spain/primera-division-2014-2015/valencia-espanyol-hQ304N5J/",TRUE,2014-09-14,"SP1","2015","spain","Valencia","Espanyol",3,1,1.74,4.04,6.3,NA,NA,NA,NA
"I1CXjE5s/","/soccer/italy/serie-a-2014-2015/fiorentina-genoa-I1CXjE5s/",TRUE,2014-09-14,"I1","2015","italy","Fiorentina","Genoa",0,0,1.63,4.4,7.66,NA,NA,NA,NA
"I1tYroQo/","/soccer/france/ligue-1-2014-2015/lille-nantes-I1tYroQo/",TRUE,2014-09-14,"F1","2015","france","Lille","Nantes",2,0,1.9,3.4,5.9,NA,NA,NA,NA
"KtyhfwrC/","/soccer/spain/primera-division-2014-2015/granada-cf-villarreal-KtyhfwrC/",TRUE,2014-09-14,"SP1","2015","spain","Granada","Villarreal",0,0,3.8,3.3,2.69,NA,NA,NA,NA
"lnM1dzrK/","/soccer/italy/serie-a-2014-2015/cagliari-atalanta-lnM1dzrK/",TRUE,2014-09-14,"I1","2015","italy","Cagliari","Atalanta",1,2,2.45,3.65,3.56,NA,NA,NA,NA
"MRdn5fEm/","/soccer/england/premier-league-2014-2015/manchester-united-qpr-MRdn5fEm/",TRUE,2014-09-14,"E0","2015","england","Manchester Utd","QPR",4,0,1.35,7,14,NA,NA,NA,NA
"ns4lmW46/","/soccer/italy/serie-a-2014-2015/lazio-cesena-ns4lmW46/",TRUE,2014-09-14,"I1","2015","italy","Lazio","Cesena",3,0,1.43,5.2,12.01,NA,NA,NA,NA
"r9ccoAZI/","/soccer/italy/serie-a-2014-2015/parma-ac-milan-r9ccoAZI/",TRUE,2014-09-14,"I1","2015","italy","Parma","AC Milan",4,5,3.12,3.45,2.75,NA,NA,NA,NA
"tjxleJS5/","/soccer/spain/primera-division-2014-2015/rayo-vallecano-elche-tjxleJS5/",TRUE,2014-09-14,"SP1","2015","spain","Rayo Vallecano","Elche",2,3,1.93,3.6,4.95,NA,NA,NA,NA
"tpckK1mo/","/soccer/france/ligue-1-2014-2015/guingamp-bordeaux-tpckK1mo/",TRUE,2014-09-14,"F1","2015","france","Guingamp","Bordeaux",2,1,3.12,3.35,2.93,NA,NA,NA,NA
"U5ggnjKC/","/soccer/italy/serie-a-2014-2015/napoli-chievo-U5ggnjKC/",TRUE,2014-09-14,"I1","2015","italy","Napoli","Chievo Verona",0,1,1.45,5.44,11.59,NA,NA,NA,NA
"vH0tkhzf/","/soccer/italy/serie-a-2014-2015/inter-sassuolo-vH0tkhzf/",TRUE,2014-09-14,"I1","2015","italy","Internazionale","Sassuolo",7,0,1.56,4.8,8.2,NA,NA,NA,NA
"vyBNOsuU/","/soccer/france/ligue-1-2014-2015/evian-tg-marseille-vyBNOsuU/",TRUE,2014-09-14,"F1","2015","france","Evian Thonon Gaillard","Marseille",1,3,4.8,3.45,2.15,NA,NA,NA,NA
"WG243sLP/","/soccer/spain/primera-division-2014-2015/sevilla-getafe-WG243sLP/",TRUE,2014-09-14,"SP1","2015","spain","Sevilla","Getafe",2,0,1.55,4.8,8.3,NA,NA,NA,NA
"WKrPaopd/","/soccer/germany/bundesliga-2014-2015/eintracht-frankfurt-augsburg-WKrPaopd/",TRUE,2014-09-14,"D1","2015","germany","Eintracht Frankfurt","FC Augsburg",0,1,2.45,3.55,3.35,NA,NA,NA,NA
"xMkG17Fq/","/soccer/germany/bundesliga-2014-2015/hannover-hamburger-xMkG17Fq/",TRUE,2014-09-14,"D1","2015","germany","Hannover 96","Hamburg SV",2,0,2.27,3.84,3.74,NA,NA,NA,NA
"0Q1xjYKm/","/soccer/italy/serie-a-2014-2015/verona-palermo-0Q1xjYKm/",TRUE,2014-09-15,"I1","2015","italy","Hellas Verona","Palermo",2,1,2.25,3.5,4.3,NA,NA,NA,NA
"2sGFAGjQ/","/soccer/england/premier-league-2014-2015/hull-city-west-ham-2sGFAGjQ/",TRUE,2014-09-15,"E0","2015","england","Hull","West Ham",2,2,2.25,3.46,3.9,NA,NA,NA,NA
"bRnqdaDa/","/soccer/spain/primera-division-2014-2015/eibar-dep-la-coruna-bRnqdaDa/",TRUE,2014-09-15,"SP1","2015","spain","Eibar","Deportivo La Coruna",0,1,2.24,3.3,4.3,NA,NA,NA,NA
"8QeV7dCB/","/soccer/spain/primera-division-2014-2015/elche-eibar-8QeV7dCB/",TRUE,2014-09-19,"SP1","2015","spain","Elche","Eibar",0,2,2.45,3.25,3.9,NA,NA,NA,NA
"ClV0x19T/","/soccer/france/ligue-1-2014-2015/bordeaux-evian-tg-ClV0x19T/",TRUE,2014-09-19,"F1","2015","france","Bordeaux","Evian Thonon Gaillard",2,1,1.65,4.25,8,NA,NA,NA,NA
"S6SRJ6yS/","/soccer/germany/bundesliga-2014-2015/freiburg-hertha-berlin-S6SRJ6yS/",TRUE,2014-09-19,"D1","2015","germany","SC Freiburg","Hertha Berlin",2,2,2.78,3.48,2.94,NA,NA,NA,NA
"82DrH0kP/","/soccer/spain/primera-division-2014-2015/espanyol-malaga-82DrH0kP/",TRUE,2014-09-20,"SP1","2015","spain","Espanyol","Malaga",2,2,2.56,3.6,3.75,NA,NA,NA,NA
"8CtL0kZ5/","/soccer/italy/serie-a-2014-2015/ac-milan-juventus-8CtL0kZ5/",TRUE,2014-09-20,"I1","2015","italy","AC Milan","Juventus",0,1,3.64,3.34,2.46,NA,NA,NA,NA
"AT6U4oK4/","/soccer/england/premier-league-2014-2015/newcastle-utd-hull-city-AT6U4oK4/",TRUE,2014-09-20,"E0","2015","england","Newcastle","Hull",2,2,2.35,3.45,3.95,NA,NA,NA,NA
"C2AZj0OM/","/soccer/france/ligue-1-2014-2015/toulouse-caen-C2AZj0OM/",TRUE,2014-09-20,"F1","2015","france","Toulouse","Caen",3,3,2.45,3.32,4.1,NA,NA,NA,NA
"Cv4bEpak/","/soccer/germany/bundesliga-2014-2015/hamburger-bayern-munich-Cv4bEpak/",TRUE,2014-09-20,"D1","2015","germany","Hamburg SV","Bayern Munich",0,0,11.5,6,1.4,NA,NA,NA,NA
"E3dR8xc5/","/soccer/spain/primera-division-2014-2015/dep-la-coruna-real-madrid-E3dR8xc5/",TRUE,2014-09-20,"SP1","2015","spain","Deportivo La Coruna","Real Madrid",2,8,13.15,6.6,1.4,NA,NA,NA,NA
"E3ONKnML/","/soccer/germany/bundesliga-2014-2015/augsburg-werder-bremen-E3ONKnML/",TRUE,2014-09-20,"D1","2015","germany","FC Augsburg","Werder Bremen",4,2,2.05,3.84,4.65,NA,NA,NA,NA
"EHiWit9G/","/soccer/france/ligue-1-2014-2015/nantes-nice-EHiWit9G/",TRUE,2014-09-20,"F1","2015","france","Nantes","Nice",2,1,1.94,3.47,5.3,NA,NA,NA,NA
"INm83ikm/","/soccer/italy/serie-a-2014-2015/cesena-empoli-INm83ikm/",TRUE,2014-09-20,"I1","2015","italy","Cesena","Empoli",2,2,3.03,3.2,2.8,NA,NA,NA,NA
"KtPJLS6F/","/soccer/germany/bundesliga-2014-2015/mainz-dortmund-KtPJLS6F/",TRUE,2014-09-20,"D1","2015","germany","Mainz","Borussia Dortmund",2,0,6,4.4,1.72,NA,NA,NA,NA
"lK5Y35ZA/","/soccer/england/premier-league-2014-2015/qpr-stoke-city-lK5Y35ZA/",TRUE,2014-09-20,"E0","2015","england","QPR","Stoke City",2,2,2.93,3.2,2.91,NA,NA,NA,NA
"lz4w6zsO/","/soccer/spain/primera-division-2014-2015/ath-bilbao-granada-cf-lz4w6zsO/",TRUE,2014-09-20,"SP1","2015","spain","Athletic Bilbao","Granada",0,1,1.59,4.5,8.5,NA,NA,NA,NA
"OEVANlx3/","/soccer/germany/bundesliga-2014-2015/schalke-eintracht-frankfurt-OEVANlx3/",TRUE,2014-09-20,"D1","2015","germany","Schalke 04","Eintracht Frankfurt",2,2,1.78,4.3,5.2,NA,NA,NA,NA
"OSbJfrPc/","/soccer/france/ligue-1-2014-2015/marseille-rennes-OSbJfrPc/",TRUE,2014-09-20,"F1","2015","france","Marseille","Stade Rennes",3,0,1.71,4.1,7.9,NA,NA,NA,NA
"p6H5COT1/","/soccer/germany/bundesliga-2014-2015/paderborn-hannover-p6H5COT1/",TRUE,2014-09-20,"D1","2015","germany","SC Paderborn","Hannover 96",2,0,2.86,3.5,2.81,NA,NA,NA,NA
"pnas2q4N/","/soccer/england/premier-league-2014-2015/west-ham-liverpool-pnas2q4N/",TRUE,2014-09-20,"E0","2015","england","West Ham","Liverpool",3,1,5.25,4,2.81,NA,NA,NA,NA
"px0FeO9i/","/soccer/france/ligue-1-2014-2015/lorient-reims-px0FeO9i/",TRUE,2014-09-20,"F1","2015","france","Lorient","Stade de Reims",0,1,1.9,3.76,5.2,NA,NA,NA,NA
"t4gOg2v4/","/soccer/france/ligue-1-2014-2015/metz-bastia-t4gOg2v4/",TRUE,2014-09-20,"F1","2015","france","Metz","Bastia",3,1,2.5,3.2,3.68,NA,NA,NA,NA
"tbr7x9Y6/","/soccer/england/premier-league-2014-2015/swansea-southampton-tbr7x9Y6/",TRUE,2014-09-20,"E0","2015","england","Swansea","Southampton",0,1,2.8,3.52,2.95,NA,NA,NA,NA
"tlFD8TKu/","/soccer/england/premier-league-2014-2015/burnley-sunderland-tlFD8TKu/",TRUE,2014-09-20,"E0","2015","england","Burnley","Sunderland",0,0,2.63,3.3,3.16,NA,NA,NA,NA
"Ucm70WSI/","/soccer/england/premier-league-2014-2015/aston-villa-arsenal-Ucm70WSI/",TRUE,2014-09-20,"E0","2015","england","Aston Villa","Arsenal",0,3,5.2,3.8,1.97,NA,NA,NA,NA
"Ym5fFQqq/","/soccer/germany/bundesliga-2014-2015/vfb-stuttgart-hoffenheim-Ym5fFQqq/",TRUE,2014-09-20,"D1","2015","germany","VfB Stuttgart","TSG Hoffenheim",0,2,2.8,3.6,2.88,NA,NA,NA,NA
"zDcN9Isa/","/soccer/spain/primera-division-2014-2015/atl-madrid-celta-vigo-zDcN9Isa/",TRUE,2014-09-20,"SP1","2015","spain","Atletico Madrid","Celta Vigo",2,2,1.6,4.6,8.9,NA,NA,NA,NA
"233M67kh/","/soccer/england/premier-league-2014-2015/leicester-manchester-united-233M67kh/",TRUE,2014-09-21,"E0","2015","england","Leicester City","Manchester Utd",5,3,6,4.2,1.72,NA,NA,NA,NA
"6BEY6GRH/","/soccer/spain/primera-division-2014-2015/villarreal-rayo-vallecano-6BEY6GRH/",TRUE,2014-09-21,"SP1","2015","spain","Villarreal","Rayo Vallecano",4,2,1.64,4.64,7,NA,NA,NA,NA
"6e0w3PlH/","/soccer/england/premier-league-2014-2015/tottenham-west-brom-6e0w3PlH/",TRUE,2014-09-21,"E0","2015","england","Tottenham","West Brom",0,1,1.61,4.9,7.4,NA,NA,NA,NA
"6FI1D4Ee/","/soccer/germany/bundesliga-2014-2015/koln-b-monchengladbach-6FI1D4Ee/",TRUE,2014-09-21,"D1","2015","germany","FC Cologne","Borussia Monchengladbach",0,0,2.99,3.5,2.8,NA,NA,NA,NA
"CpmC2B4g/","/soccer/italy/serie-a-2014-2015/chievo-parma-CpmC2B4g/",TRUE,2014-09-21,"I1","2015","italy","Chievo Verona","Parma",2,3,3,3.25,2.8,NA,NA,NA,NA
"f7ou6pBo/","/soccer/italy/serie-a-2014-2015/torino-verona-f7ou6pBo/",TRUE,2014-09-21,"I1","2015","italy","Torino","Hellas Verona",0,1,1.99,3.7,4.6,NA,NA,NA,NA
"fRavjKwT/","/soccer/france/ligue-1-2014-2015/paris-sg-lyon-fRavjKwT/",TRUE,2014-09-21,"F1","2015","france","Paris Saint-Germain","Lyon",1,1,1.43,5.95,12,NA,NA,NA,NA
"G67Q5R4b/","/soccer/england/premier-league-2014-2015/manchester-city-chelsea-G67Q5R4b/",TRUE,2014-09-21,"E0","2015","england","Manchester City","Chelsea",1,1,2.6,3.55,3.1,NA,NA,NA,NA
"GxpTbT3I/","/soccer/italy/serie-a-2014-2015/as-roma-cagliari-GxpTbT3I/",TRUE,2014-09-21,"I1","2015","italy","AS Roma","Cagliari",2,0,1.4,5.95,11,NA,NA,NA,NA
"h27ds1Yp/","/soccer/italy/serie-a-2014-2015/sassuolo-sampdoria-h27ds1Yp/",TRUE,2014-09-21,"I1","2015","italy","Sassuolo","Sampdoria",0,0,2.89,3.45,2.85,NA,NA,NA,NA
"hh4r54Qi/","/soccer/italy/serie-a-2014-2015/udinese-napoli-hh4r54Qi/",TRUE,2014-09-21,"I1","2015","italy","Udinese","Napoli",1,0,3.58,3.51,2.4,NA,NA,NA,NA
"IV7TXKHp/","/soccer/france/ligue-1-2014-2015/lens-st-etienne-IV7TXKHp/",TRUE,2014-09-21,"F1","2015","france","Lens","St Etienne",0,1,3.6,3.28,2.4,NA,NA,NA,NA
"Iy3IAbSh/","/soccer/spain/primera-division-2014-2015/real-sociedad-almeria-Iy3IAbSh/",TRUE,2014-09-21,"SP1","2015","spain","Real Sociedad","Almeria",1,2,1.56,4.6,8.5,NA,NA,NA,NA
"KfhShMgA/","/soccer/france/ligue-1-2014-2015/monaco-guingamp-KfhShMgA/",TRUE,2014-09-21,"F1","2015","france","AS Monaco","Guingamp",1,0,1.71,4.15,7.39,NA,NA,NA,NA
"KvEH7mzn/","/soccer/england/premier-league-2014-2015/everton-crystal-palace-KvEH7mzn/",TRUE,2014-09-21,"E0","2015","england","Everton","Crystal Palace",2,3,1.61,4.6,7.5,NA,NA,NA,NA
"n3uPa9lC/","/soccer/italy/serie-a-2014-2015/palermo-inter-n3uPa9lC/",TRUE,2014-09-21,"I1","2015","italy","Palermo","Internazionale",1,1,4.3,3.51,2.16,NA,NA,NA,NA
"QmiG1VJa/","/soccer/italy/serie-a-2014-2015/genoa-lazio-QmiG1VJa/",TRUE,2014-09-21,"I1","2015","italy","Genoa","Lazio",1,0,3.5,3.4,2.5,NA,NA,NA,NA
"SQ2s5fdU/","/soccer/spain/primera-division-2014-2015/levante-barcelona-SQ2s5fdU/",TRUE,2014-09-21,"SP1","2015","spain","Levante","Barcelona",0,5,24,9.98,1.26,NA,NA,NA,NA
"tjQFM8i9/","/soccer/germany/bundesliga-2014-2015/wolfsburg-bayer-leverkusen-tjQFM8i9/",TRUE,2014-09-21,"D1","2015","germany","VfL Wolfsburg","Bayer Leverkusen",4,1,2.85,3.7,2.7,NA,NA,NA,NA
"vo4EBvDn/","/soccer/spain/primera-division-2014-2015/cordoba-sevilla-vo4EBvDn/",TRUE,2014-09-21,"SP1","2015","spain","Cordoba","Sevilla",1,3,4.45,3.6,2.13,NA,NA,NA,NA
"vXl44XZt/","/soccer/italy/serie-a-2014-2015/atalanta-fiorentina-vXl44XZt/",TRUE,2014-09-21,"I1","2015","italy","Atalanta","Fiorentina",0,1,3.75,3.5,2.4,NA,NA,NA,NA
"WYBXWvXj/","/soccer/france/ligue-1-2014-2015/lille-montpellier-WYBXWvXj/",TRUE,2014-09-21,"F1","2015","france","Lille","Montpellier",0,0,2.02,3.34,5.48,NA,NA,NA,NA
"pO4ACKct/","/soccer/spain/primera-division-2014-2015/getafe-valencia-pO4ACKct/",TRUE,2014-09-22,"SP1","2015","spain","Getafe","Valencia",0,3,4.25,3.54,2.15,NA,NA,NA,NA
"8vy4MeR4/","/soccer/spain/primera-division-2014-2015/celta-vigo-dep-la-coruna-8vy4MeR4/",TRUE,2014-09-23,"SP1","2015","spain","Celta Vigo","Deportivo La Coruna",2,1,1.76,4.05,6.35,NA,NA,NA,NA
"b9suRNre/","/soccer/germany/bundesliga-2014-2015/werder-bremen-schalke-b9suRNre/",TRUE,2014-09-23,"D1","2015","germany","Werder Bremen","Schalke 04",0,3,3.06,3.73,2.6,NA,NA,NA,NA
"CQdXWall/","/soccer/france/ligue-1-2014-2015/rennes-toulouse-CQdXWall/",TRUE,2014-09-23,"F1","2015","france","Stade Rennes","Toulouse",0,3,2.66,3.46,3.15,NA,NA,NA,NA
"Gfe30tuN/","/soccer/italy/serie-a-2014-2015/empoli-ac-milan-Gfe30tuN/",TRUE,2014-09-23,"I1","2015","italy","Empoli","AC Milan",2,2,4.5,3.6,2.1,NA,NA,NA,NA
"j3h5XP5R/","/soccer/germany/bundesliga-2014-2015/hoffenheim-freiburg-j3h5XP5R/",TRUE,2014-09-23,"D1","2015","germany","TSG Hoffenheim","SC Freiburg",3,3,1.8,4.1,5.25,NA,NA,NA,NA
"nBely862/","/soccer/germany/bundesliga-2014-2015/bayern-munich-paderborn-nBely862/",TRUE,2014-09-23,"D1","2015","germany","Bayern Munich","SC Paderborn",4,0,1.24,10.5,28,NA,NA,NA,NA
"nVZ7LFtB/","/soccer/spain/primera-division-2014-2015/real-madrid-elche-nVZ7LFtB/",TRUE,2014-09-23,"SP1","2015","spain","Real Madrid","Elche",5,1,1.18,13.09,38.33,NA,NA,NA,NA
"tYWqQsb1/","/soccer/germany/bundesliga-2014-2015/eintracht-frankfurt-mainz-tYWqQsb1/",TRUE,2014-09-23,"D1","2015","germany","Eintracht Frankfurt","Mainz",2,2,2.5,3.7,3.2,NA,NA,NA,NA
"YZcTXuZs/","/soccer/france/ligue-1-2014-2015/reims-marseille-YZcTXuZs/",TRUE,2014-09-23,"F1","2015","france","Stade de Reims","Marseille",0,5,4.55,3.5,2.15,NA,NA,NA,NA
"0EahzSL8/","/soccer/germany/bundesliga-2014-2015/dortmund-vfb-stuttgart-0EahzSL8/",TRUE,2014-09-24,"D1","2015","germany","Borussia Dortmund","VfB Stuttgart",2,2,1.5,5.6,9.11,NA,NA,NA,NA
"0EXeOHdh/","/soccer/spain/primera-division-2014-2015/sevilla-real-sociedad-0EXeOHdh/",TRUE,2014-09-24,"SP1","2015","spain","Sevilla","Real Sociedad",1,0,1.87,4.2,5.1,NA,NA,NA,NA
"2iDUG1P3/","/soccer/italy/serie-a-2014-2015/napoli-palermo-2iDUG1P3/",TRUE,2014-09-24,"I1","2015","italy","Napoli","Palermo",3,3,1.5,4.8,8.7,NA,NA,NA,NA
"40kEqIGd/","/soccer/france/ligue-1-2014-2015/evian-tg-lens-40kEqIGd/",TRUE,2014-09-24,"F1","2015","france","Evian Thonon Gaillard","Lens",2,1,2.3,3.4,4.45,NA,NA,NA,NA
"46EY27Qq/","/soccer/spain/primera-division-2014-2015/rayo-vallecano-ath-bilbao-46EY27Qq/",TRUE,2014-09-24,"SP1","2015","spain","Rayo Vallecano","Athletic Bilbao",2,1,3.25,3.6,2.48,NA,NA,NA,NA
"8YFfhAKd/","/soccer/france/ligue-1-2014-2015/guingamp-metz-8YFfhAKd/",TRUE,2014-09-24,"F1","2015","france","Guingamp","Metz",0,1,2.3,3.2,4.05,NA,NA,NA,NA
"AHGxFufG/","/soccer/italy/serie-a-2014-2015/sampdoria-chievo-AHGxFufG/",TRUE,2014-09-24,"I1","2015","italy","Sampdoria","Chievo Verona",2,1,2.01,3.45,5.24,NA,NA,NA,NA
"bTDx2Ruj/","/soccer/spain/primera-division-2014-2015/granada-cf-levante-bTDx2Ruj/",TRUE,2014-09-24,"SP1","2015","spain","Granada","Levante",0,1,1.8,3.76,6,NA,NA,NA,NA
"CWHt1oed/","/soccer/spain/primera-division-2014-2015/malaga-barcelona-CWHt1oed/",TRUE,2014-09-24,"SP1","2015","spain","Malaga","Barcelona",0,0,11,5.84,1.45,NA,NA,NA,NA
"dzn6ovnp/","/soccer/france/ligue-1-2014-2015/bastia-nantes-dzn6ovnp/",TRUE,2014-09-24,"F1","2015","france","Bastia","Nantes",0,0,2.7,3.25,3.3,NA,NA,NA,NA
"EHy0NyCb/","/soccer/spain/primera-division-2014-2015/almeria-atl-madrid-EHy0NyCb/",TRUE,2014-09-24,"SP1","2015","spain","Almeria","Atletico Madrid",0,1,7.1,4,1.76,NA,NA,NA,NA
"EVzvfvIj/","/soccer/italy/serie-a-2014-2015/inter-atalanta-EVzvfvIj/",TRUE,2014-09-24,"I1","2015","italy","Internazionale","Atalanta",2,0,1.57,4.6,8.89,NA,NA,NA,NA
"fkI6k84F/","/soccer/france/ligue-1-2014-2015/nice-lille-fkI6k84F/",TRUE,2014-09-24,"F1","2015","france","Nice","Lille",1,0,3.85,3.2,2.5,NA,NA,NA,NA
"fyadZoyF/","/soccer/germany/bundesliga-2014-2015/bayer-leverkusen-augsburg-fyadZoyF/",TRUE,2014-09-24,"D1","2015","germany","Bayer Leverkusen","FC Augsburg",1,0,1.69,4.55,6.67,NA,NA,NA,NA
"GbJ2jlk9/","/soccer/france/ligue-1-2014-2015/montpellier-monaco-GbJ2jlk9/",TRUE,2014-09-24,"F1","2015","france","Montpellier","AS Monaco",0,1,3.48,3.32,2.6,NA,NA,NA,NA
"GfHYFLvA/","/soccer/italy/serie-a-2014-2015/parma-as-roma-GfHYFLvA/",TRUE,2014-09-24,"I1","2015","italy","Parma","AS Roma",1,2,3.8,3.5,2.26,NA,NA,NA,NA
"hCvXSqEr/","/soccer/germany/bundesliga-2014-2015/hannover-koln-hCvXSqEr/",TRUE,2014-09-24,"D1","2015","germany","Hannover 96","FC Cologne",1,0,2.89,3.4,2.92,NA,NA,NA,NA
"MXea1MPG/","/soccer/italy/serie-a-2014-2015/cagliari-torino-MXea1MPG/",TRUE,2014-09-24,"I1","2015","italy","Cagliari","Torino",1,2,2.8,3.3,3.12,NA,NA,NA,NA
"MyKbiUZ2/","/soccer/france/ligue-1-2014-2015/lyon-lorient-MyKbiUZ2/",TRUE,2014-09-24,"F1","2015","france","Lyon","Lorient",4,0,1.75,4.1,6.6,NA,NA,NA,NA
"nZwyS3Tl/","/soccer/germany/bundesliga-2014-2015/hertha-berlin-wolfsburg-nZwyS3Tl/",TRUE,2014-09-24,"D1","2015","germany","Hertha Berlin","VfL Wolfsburg",1,0,3.43,3.6,2.43,NA,NA,NA,NA
"Q9jApb1j/","/soccer/france/ligue-1-2014-2015/caen-paris-sg-Q9jApb1j/",TRUE,2014-09-24,"F1","2015","france","Caen","Paris Saint-Germain",0,2,5.93,3.92,1.72,NA,NA,NA,NA
"Sti5KZeH/","/soccer/spain/primera-division-2014-2015/eibar-villarreal-Sti5KZeH/",TRUE,2014-09-24,"SP1","2015","spain","Eibar","Villarreal",1,1,3.6,3.25,2.56,NA,NA,NA,NA
"txPLINfi/","/soccer/italy/serie-a-2014-2015/juventus-cesena-txPLINfi/",TRUE,2014-09-24,"I1","2015","italy","Juventus","Cesena",3,0,1.24,9,31.06,NA,NA,NA,NA
"Uca7a0fT/","/soccer/italy/serie-a-2014-2015/fiorentina-sassuolo-Uca7a0fT/",TRUE,2014-09-24,"I1","2015","italy","Fiorentina","Sassuolo",0,0,1.55,4.9,9.81,NA,NA,NA,NA
"YRc0Y5jL/","/soccer/germany/bundesliga-2014-2015/b-monchengladbach-hamburger-YRc0Y5jL/",TRUE,2014-09-24,"D1","2015","germany","Borussia Monchengladbach","Hamburg SV",1,0,1.85,4,4.9,NA,NA,NA,NA
"zuxzeK2p/","/soccer/italy/serie-a-2014-2015/verona-genoa-zuxzeK2p/",TRUE,2014-09-24,"I1","2015","italy","Hellas Verona","Genoa",2,2,2.32,3.4,4.15,NA,NA,NA,NA
"6mdyWJ3f/","/soccer/france/ligue-1-2014-2015/st-etienne-bordeaux-6mdyWJ3f/",TRUE,2014-09-25,"F1","2015","france","St Etienne","Bordeaux",1,1,2.05,3.45,5.3,NA,NA,NA,NA
"IkriPcsn/","/soccer/spain/primera-division-2014-2015/valencia-cordoba-IkriPcsn/",TRUE,2014-09-25,"SP1","2015","spain","Valencia","Cordoba",3,0,1.43,5.5,11,NA,NA,NA,NA
"KSNPHsAc/","/soccer/italy/serie-a-2014-2015/lazio-udinese-KSNPHsAc/",TRUE,2014-09-25,"I1","2015","italy","Lazio","Udinese",0,1,1.92,3.75,5.4,NA,NA,NA,NA
"vaqmQwSu/","/soccer/spain/primera-division-2014-2015/espanyol-getafe-vaqmQwSu/",TRUE,2014-09-25,"SP1","2015","spain","Espanyol","Getafe",2,0,1.92,3.8,5.3,NA,NA,NA,NA
"fiipL6nS/","/soccer/spain/primera-division-2014-2015/elche-celta-vigo-fiipL6nS/",TRUE,2014-09-26,"SP1","2015","spain","Elche","Celta Vigo",0,1,3,3.4,2.7,NA,NA,NA,NA
"nVNZn55E/","/soccer/germany/bundesliga-2014-2015/mainz-hoffenheim-nVNZn55E/",TRUE,2014-09-26,"D1","2015","germany","Mainz","TSG Hoffenheim",0,0,2.63,3.6,3.1,NA,NA,NA,NA
"0hbyNSHF/","/soccer/spain/primera-division-2014-2015/atl-madrid-sevilla-0hbyNSHF/",TRUE,2014-09-27,"SP1","2015","spain","Atletico Madrid","Sevilla",4,0,1.81,3.95,6,NA,NA,NA,NA
"2NV7I4l4/","/soccer/england/premier-league-2014-2015/manchester-united-west-ham-2NV7I4l4/",TRUE,2014-09-27,"E0","2015","england","Manchester Utd","West Ham",2,1,1.5,6.48,9.89,NA,NA,NA,NA
"8bXKE4Pe/","/soccer/spain/primera-division-2014-2015/levante-rayo-vallecano-8bXKE4Pe/",TRUE,2014-09-27,"SP1","2015","spain","Levante","Rayo Vallecano",0,2,2.86,3.48,2.84,NA,NA,NA,NA
